Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Are you observing a Teaching Fellow or a Partner Teacher?,Which cohort is this Fellow a member of?,Which cohort is this Partner Teacher a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please select the Cohort 5 Partner Teacher ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
157,3/14/2017 15:48,3/14/2017 15:56,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489520923_58c8491bb50fa2.90277491,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.38.89.98,-73.93389893,40.64849854,United States,Brooklyn,NY,11203,1801,Teaching Fellow,Cohort 27,,51091,,k590,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,2/10/2017,Developing+,Developing+,Developing+,"Teacher needs to: 1a:   •	Display solid knowledge of the important concepts in the discipline and how these relate to one another. •	In the teacher's plans and practice, reflect familiarity with a wide range of effective pedagogical approaches in the discipline.  1c:  Reflect several different types of learning and opportunities for coordination. Outcomes take into account the varying needs of groups of students. 1e:  •	Plan for experiences aligned to instructional outcomes and suitable to groups of students with some differentiation.   •	Allot reasonable time allocations for the activities.",Developing+,Developing+,Developing+,"Teacher needs to: 2b: •	Convey that, with hard work, students can be successful. •	Foster that students assume responsibility for their role as learners and consistently expend effort to learn. •	The classroom culture is a cognitively busy place where learning is valued by all with high expectations for learning the norm for most students.;  2c:  Develop consistent, effective classroom routines and procedures.   With minimal guidance and prompting, have students follow established classroom routines.    2d: •	Adjust your response to negative student behavior in a subtle and preventive manner.  •	Guide students toward taking an active role in monitoring their own behavior and that of other students against standards of conduct.",Developing+,Developing+,Developing+,": Teacher needs to:  3b: •	Pose low-level, high-level, and open-ended questions to students designed to promote student understanding and thinking when assessing.  •	Create a genuine discussion among students, providing adequate time for students to respond, stepping aside when appropriate, successfully engaging most students in the discussion, and employing a range of strategies to ensure that most students are heard. 3c: •	Ensure that activities are designed to challenge student thinking, resulting in active intellectual engagement by most students with important and challenging content, and with teacher scaffolding to support that engagement. •	The pacing of the lesson is appropriate, providing most students the time needed to be intellectually engaged.  3d: •	Ensure that formative assessments are regularly used during instruction, through monitoring of progress of learning by teacher and/or students, resulting in accurate, specific feedback that advances learning.  You can use a clipboard with your students' names on which you can check off who understood and who did not as you circulate around the room. •	Show evidence that students appear to be aware of the assessment criteria and that some of them engage in self- assessment.",Developing+,Teacher needs to create a system for assessing the results of the activities so as to determine their effectiveness in achieving the desired outcomes.,Average,
158,3/14/2017 15:58,3/14/2017 18:05,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489521505_58c84b61286a72.63907358,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.38.89.98,-73.93389893,40.64849854,United States,Brooklyn,NY,11203,1801,Partner Teacher,,Cohort 5,,TCR205,k564,,,,,,,,,,9,10,11,12,,,,,,Math,3/14/2017,Developing+,Developing+,Developing+,Teacher needs to: 1a:  Display solid knowledge of the important concepts in the discipline and how these relate to one another and to other disciplines. 1c:  Reflect several different types of learning and opportunities for coordination. Outcomes take into account the varying needs of groups of students. 1e:  Afford some opportunity for student choice.,Developing+,Developing+,Developing+,"Teacher needs to: 2b:  Convey that with hard work students can be successful. 2c:   •	Develop consistent, effective classroom routines and procedures.   With minimal guidance and prompting, have students follow established classroom routines. •	Develop a consistent system for managing instructional groups and/or the handling of materials and supplies.    2d:  Guide students toward taking an active role in monitoring their own behavior and that of other students against standards of conduct.",Developing+,Developing+,Developing+,"Teacher needs to: 3b: •	Create a genuine discussion among students, providing adequate time for students to respond, stepping aside when appropriate, successfully engaging most students in the discussion, and employing a range of strategies to ensure that most students are heard.  3c:  The pacing of the lesson is appropriate, providing most students the time needed to be intellectually engaged.",Developing+,Teacher needs to create a system for assessing the results of the activities so as to determine their effectiveness in achieving the desired outcomes.,Average,
159,3/14/2017 17:56,3/14/2017 17:59,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489528614_58c86726d7f438.50806825,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4",,69.201.164.197,-73.99240112,40.75529861,United States,New York,NY,10018,250,Teaching Fellow,Cohort 27,,50884,,M533,,,,,,,,,,,10,11,12,,,,,,Math,3/9/2017,Effective,Effective,Effective,Celeste has a good grasp of the content she is working on providing more interactive lessons,Effective,Effective,Effective,Classroom management is now in place,Effective,Effective,Effective,Celeste makes good use of questioning strategies to check for understanding and engage learners.,Effective,,Above Average,
160,3/14/2017 18:06,3/14/2017 18:21,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489529172_58c86954e74978.22629858,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.38.89.98,-73.93389893,40.64849854,United States,Brooklyn,NY,11203,1801,Partner Teacher,,Cohort 5,,TCR175,k564,,,,,,,,,,9,10,11,12,,,,,,Social Studies,2/14/2017,Effective,Effective,Effective,Teacher needs to: 1a:  Include important concepts that relate to other disciplines.  1c and 1e:  You showed differentiation in your plan. Instructional groups were varied as appropriate.  Include some opportunity for student choice in your plan.,Effective,Effective,Effective,"Teacher needs to: 2b: You are moving toward your students assuming responsibility for high quality by initiating improvements, making revisions, adding detail and/or helping peers. Create a system so that that process would be consistent. 2c and 2d:  Create a system that students consistently: •	Contribute to the management of instructional groups, transitions, and/or the handling of materials and supplies; •	Take an active role in monitoring their own behavior and that of other students against standards of conduct. Seven students displayed the above-mentioned during the lesson:  Students collected materials from the material section.",Effective,Effective,Effective,"Teacher needs to: 3b:  Remember to consistently refer and connect the activity to the Essential Question. It is crucial for students to keep focus throughout the lessons on the purpose for the unit.  Also, it helps to develop students' critical thinking.   3c:  Invite student initiation of inquiry.  Be encouraged to include that students have some choice in how they complete tasks and serve as resources for one another. 3d:  Develop rubrics with students, a step necessary for students to self-assess themselves and monitor their progress.  Also, remember to choose three generic questions to use with every lesson.  After you use the same three questions for a time, your students will start using those same three questions to figure out if they themselves do understand the work.",Effective+,Teacher needs to continue introspecting about how she can better impact her students' outcomes.,Top 10%,
161,3/14/2017 18:25,3/14/2017 18:33,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489530319_58c86dcf265f85.11998997,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.38.89.98,-73.93389893,40.64849854,United States,Brooklyn,NY,11203,1801,Partner Teacher,,Cohort 5,,TCR175,k564,,,,,,,,,,9,10,11,12,,,,,,Social Studies,2/14/2017,Effective,Effective,Effective,Teacher needs to: 1a:  Include important concepts that relate to other disciplines.  1c and 1e:  You showed differentiation in your plan. Instructional groups were varied as appropriate.  Include some opportunity for student choice in your plan.,Effective,Effective,Effective,"Teacher needs to: 2b: You are moving toward your students assuming responsibility for high quality by initiating improvements, making revisions, adding detail and/or helping peers. Create a system so that that process would be consistent. 2c and 2d:  Create a system that students consistently: •	Contribute to the management of instructional groups, transitions, and/or the handling of materials and supplies; •	Take an active role in monitoring their own behavior and that of other students against standards of conduct. Seven students displayed the above-mentioned during the lesson:  Students collected materials from the material section.",Effective,Effective,Effective,"Teacher needs to: 3b:  Remember to consistently refer and connect the activity to the Essential Question.  It is crucial for students to keep focus throughout the lessons on the purpose for the unit.  Also, it helps to develop students' critical thinking.   3c:  Invite student initiation of inquiry.  Be encouraged to include that students have some choice in how they complete tasks and serve as resources for one another. 3d:  After reading your below-mentioned reflection, allow me to remind you about your new plan to develop rubrics with your students, a step necessary for students to self-assess themselves and monitor their progress.  Also, remember to choose three generic questions to use with every lesson.  After you use the same three questions for a time, your students will start using those same three questions to figure out if they themselves do understand the work.",Effective+,Teacher needs to continue introspecting about how she can better impact her students' outcomes.,Top 10%,
162,3/14/2017 18:33,3/14/2017 18:49,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489530821_58c86fc58e92b8.24685032,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.38.89.98,-73.93389893,40.64849854,United States,Brooklyn,NY,11203,1801,Partner Teacher,,Cohort 5,,TCR185,k564,,,,,,,,,,9,10,11,12,CTT/ICT,,,,,Special Education,2/15/2017,Developing,Developing,Developing,"The teacher's plan needs to: 1a:   •	Display extensive knowledge of the important concepts in the discipline and how these relate both to one another and to other disciplines; •	Include understanding of prerequisite relationships among topics and concepts and a link to necessary cognitive structures by students to ensure understanding in her plans and practice as well as anticipating student misconceptions. 1c:  Further represent rigorous and important learning in the discipline, as well as reflect several different types of learning and, where appropriate, represent opportunities for both coordination and integration.  1e:  Include some opportunity for student choice.",Developing+,Developing+,Developing+,Teacher needs to: 2b:  Convey that with hard work students can be successful. 2d:  guide students toward taking an active role in monitoring their own behavior and that of other students against standards of conduct.,Developing,Developing,Developing,"Teacher needs to: 3b:  Use a mixture of low-level questions for showing understanding and high-level ones for promoting student thinking and understanding as well as to create a genuine discussion among students, providing adequate time for students to respond, and stepping aside when appropriate.  3c:  Ensure that the pacing of the lesson is appropriate, providing most students the time needed to be intellectually engaged and reflect upon their learning, as well as to consolidate their understanding. 3d:  Continue the system for monitoring progress of learning and for making students aware of the assessment criteria.",Developing,Teacher needs to create a system for assessing the results of the activities so as to determine their effectiveness in achieving the desired outcomes.,Average,
163,3/14/2017 18:49,3/14/2017 19:04,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489531779_58c87383dd1bd0.82466982,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0,,100.38.89.98,-73.93389893,40.64849854,United States,Brooklyn,NY,11203,1801,Partner Teacher,,Cohort 5,,TCR219,k291,,,,,,,,7,8,,,,,,,,,,Science,2/15/2017,Effective,Developing,Developing,Teacher needs to: 1a:  Display  how tht discipline relates to other disciplines. 1c:  Reflect several different types of learning and opportunities for coordination. Outcomes take into account the varying needs of groups of students. 1e:  Afford some opportunity for student choice.,Developing,Developing,Developing,Teacher needs to: 2b:  Convey that with hard work students can be successful. 2d:  guide students toward taking an active role in monitoring their own behavior and that of other students against standards of conduct.,Developing,Developing,Developing,"Teacher needs to: 3b:  Use a mixture of low-level questions for showing understanding and high-level ones for promoting student thinking and understanding as well as to create a genuine discussion among students, providing adequate time for students to respond, and stepping aside when appropriate.  3c:  Ensure that the pacing of the lesson is appropriate, providing most students the time needed to be intellectually engaged and reflect upon their learning, as well as to consolidate their understanding. 3d:  Continue the system for monitoring progress of learning and for making students aware of the assessment criteria.",Developing,Teacher needs to create a system for assessing the results of the activities so as to determine their effectiveness in achieving the desired outcomes.,Average,
164,3/15/2017 10:27,3/15/2017 10:33,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489588044_58c94f4ca34d11.22805375,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.186.241,-73.5530014,40.66320038,United States,Merrick,NY,11566,1724,Teaching Fellow,Cohort 27,,50997,,x551,,,,,,,,,,9,,,,,Self-contained,,,,Special Education,3/1/2017,Developing+,Developing+,Effective,,Effective,Developing+,Effective+,,Developing+,Developing+,Developing+,,Effective+,,Average,
165,3/15/2017 10:33,3/15/2017 10:35,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489588410_58c950ba6c6c85.59099000,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.186.241,-73.5530014,40.66320038,United States,Merrick,NY,11566,1724,Teaching Fellow,Cohort 27,,50444,,x551,,,,,,,,,,,,11,,CTT/ICT,,,,,Math,3/1/2017,Developing+,Developing+,Developing+,,Effective,Effective+,Effective+,,Developing+,Effective,Developing+,,Effective+,,Above Average,
166,3/15/2017 10:36,3/15/2017 10:38,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489588558_58c9514e180321.60511766,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",,96.246.186.241,-73.5530014,40.66320038,United States,Merrick,NY,11566,1724,Partner Teacher,,Cohort 5,,TCR220,x551,,,,,,,,,8,,,,,,,,,N/A,Math,3/1/2017,Developing,Developing+,Developing+,,Ineffective,Developing,Ineffective,,Developing,Developing,Developing,,Developing,,Bottom 10%,
169,3/15/2017 11:45,3/15/2017 12:06,Complete,,,,English,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,https://www.surveygizmo.com/s3/3337803/FDI-2016-17-SJU-R3,1489592725_58c96195b29fe3.03578881,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:51.0) Gecko/20100101 Firefox/51.0,,65.88.88.82,-73.89830017,40.84719849,United States,Bronx,NY,10457,1857,Teaching Fellow,Cohort 27,,50289,,K281,,,,,,,,7,,,,,,CTT/ICT,,,,,Special Education,3/8/2017,Developing+,Developing,Developing+,"Itis my pleasure to supervise Mr. William Rodriguez. He is well beyond his years of service in his teaching style. He is a natural and is a phenomenal teacher. He is able to design a lesson plan to include key components such as: Learning Objective (s), NYCCSS, Differentiation, Strategies, Exit TIcket, and Homework. His activities are well structured and organize to help him reach his learning outcomes.",Developing,Developing,Developing,William does well managing his class. He does not embarrass students inpublic and shows great respect toward his students. He is consistent with his discipline and is well liked by his students. He continually works on improving his behavior management and takes suggestions well to improve this area.,Developing+,Developing+,Developing+,"In the lesson on 3/8/17, William was able to engage 95% of his students in the lesson: ""What does it take to develop a strong argument?"" Students were eager to answer the motivational question: ""What is a time you had an argument? Did you win or lose? and Why?"" Students were eager to share their experiences and Mr.Rodriguez shared his person experience. Additionally, students viewed a vdeo, competed work sheets and worked in small groups. The students were interested in learning how to debate and win. The lesson went well and the students were able to take away a valuable skill that can be used in the real world.",Developing+,Mr. Rodriguez is receptive to all suggestions. He shared his thoughts on specific incidents such as when a female student interrupted his lesson and how he could have handeled her interruption differently. He stives for his lessons to be even more rigorous and engaging.,Above Average,
