Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,Extended Referer,SessionID,User Agent,Extended User Agent,Tags,IP Address,Longitude,Latitude,Country,City,State/Region,Postal,Please select your Field Consultant ID. ,Which cohort is this Fellow a member of?,Please select the Cohort 27 Fellow ID that corresponds to the Fellow you observed.,Please enter the school DBN as a letter and 3-digit number (e.g. X232 or K021),K:Please enter the grade level(s) of the observed lesson. Select all that apply. ,1:Please enter the grade level(s) of the observed lesson. Select all that apply. ,2:Please enter the grade level(s) of the observed lesson. Select all that apply. ,3:Please enter the grade level(s) of the observed lesson. Select all that apply. ,4:Please enter the grade level(s) of the observed lesson. Select all that apply. ,5:Please enter the grade level(s) of the observed lesson. Select all that apply. ,6:Please enter the grade level(s) of the observed lesson. Select all that apply. ,7:Please enter the grade level(s) of the observed lesson. Select all that apply. ,8:Please enter the grade level(s) of the observed lesson. Select all that apply. ,9:Please enter the grade level(s) of the observed lesson. Select all that apply. ,10:Please enter the grade level(s) of the observed lesson. Select all that apply. ,11:Please enter the grade level(s) of the observed lesson. Select all that apply. ,12:Please enter the grade level(s) of the observed lesson. Select all that apply. ,"CTT/ICT:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","Self-contained:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","SETTS:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","D75:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","N/A:If applicable, please identify the Special Education setting of the observed lesson. Select all applicable settings.","What is the Fellow’s assigned university subject area? (Please select the subject they are training in at their university, NOT the subject they are teaching during this observation.)",What was the date of this observation?,1a: :Please record your observation rating for component 1a: Demonstrating Knowledge of Content and Pedagogy.,1c::Please record your observation rating for component 1c: Setting Instructional Outcomes.,1e::Please record your observation rating for component 1e: Designing Coherent Instruction.,Comments for Domain 1,2b: :Please record your observation rating for component 2b: Establishing a Culture for Learning.,2c::Please record your observation rating for component 2c: Managing Classroom Procedures.,2d::Please record your observation rating for component 2d: Managing Student Behavior.,Comments for Domain 2,3b::Please record your observation rating for component 3b: Using Questioning and Discussion Techniques.,3c::Please record your observation rating for component 3c: Engaging Students in Learning.,3d::Please record your observation rating for component 3d: Using Assessment in Instruction.,Comments for Domain 3,4a::Please record your observation rating for component 4a: Reflecting on Teaching.,Comments for Domain 4,How effective do you believe this Fellow is compared to other teachers with similar experience (eg- first year Fellows compared to other first year teachers)?,URL Redirect
139,3/11/2017 15:21,3/11/2017 15:23,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489263681_58c45c41a52067.03821885,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,51107,K673,,,,,,,,,,,,11,12,CTT/ICT,,,,,Special Education,1/12/2017,Effective,Developing+,Developing,,Developing+,Developing+,Effective,,Developing+,Developing+,Developing+,,Developing+,,Average,
140,3/11/2017 15:37,3/11/2017 15:38,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489264631_58c45ff768bba5.31693049,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50435,K673,,,,,,,,,,,10,11,,CTT/ICT,,,,,Special Education,1/12/2017,Developing+,Developing,Developing,,Developing,Developing,Developing,,Developing,Developing,Developing,,Developing+,,Below Average,
141,3/11/2017 15:40,3/11/2017 15:42,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489264752_58c460704e12e0.41925576,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50866,X259,,,,,,,,,,,,,12,CTT/ICT,,,,,Special Education,1/12/2017,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing,,Developing+,Developing,Developing,,Developing+,,Average,
142,3/11/2017 15:43,3/11/2017 15:47,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489264981_58c46155c3bbf6.79211720,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50532,X548,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,1/17/2017,Effective,Effective,Effective,,Effective,Developing+,Developing+,,Effective,Effective,Effective,,Effective,,Above Average,
143,3/11/2017 15:48,3/11/2017 15:50,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489265305_58c46299194530.22151818,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50295,X568,,,,,,,,,,9,10,,,,,,,N/A,Special Education,1/19/2017,Developing+,Developing+,Developing,,Developing+,Developing,Developing+,,Developing+,Developing+,Developing+,,Developing+,,Average,
144,3/11/2017 15:50,3/11/2017 15:52,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489265434_58c4631a30a347.79796941,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50454,X302,,,,,,,,,8,,,,,CTT/ICT,,,,,Special Education,12/7/2016,Effective,Developing+,Developing+,,Developing+,Developing+,Effective,,Effective,Effective,Developing+,,Effective,,Above Average,
145,3/11/2017 15:54,3/11/2017 15:56,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489265665_58c46401b9be70.34176728,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50891,M304,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,1/11/2017,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,Developing+,Developing+,,Developing+,,Average,
146,3/11/2017 15:56,3/11/2017 15:57,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489265786_58c4647a1fa444.28310565,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50891,M304,,,,,,,,,,,10,11,,CTT/ICT,,,,,Special Education,12/13/2016,Developing+,Developing+,Developing+,,Developing+,Effective,Developing+,,Developing+,Developing+,Developing+,,Effective,,Average,
147,3/11/2017 15:58,3/11/2017 15:59,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489265895_58c464e74d4b58.40588324,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50574,M135,,,,,,,,,,,,,12,,,,,,Special Education,1/10/2017,Developing+,Developing+,Developing,,Developing,Developing,Developing,,Developing,Developing,Developing,,Developing+,,Average,
148,3/11/2017 16:00,3/11/2017 16:02,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489266025_58c465692f3c10.56849391,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50398,M400,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,1/4/2017,Developing,Developing,Developing,,Developing,Developing,Developing+,,Developing,Developing,Developing,,Developing+,,Below Average,
149,3/11/2017 16:02,3/11/2017 16:04,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489266163_58c465f3bd9014.76440990,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50232,K327,,,,,,,,7,,,,,,,Self-contained,,,,Special Education,1/5/2017,Effective,Effective,Effective,,Effective,Developing+,Effective,,Developing+,Effective,Effective,,Effective,,Above Average,
150,3/11/2017 16:05,3/11/2017 16:07,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489266298_58c4667a677925.13771298,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,51159,M630,,,,,,,,,,,10,,,,Self-contained,,,,Special Education,1/4/2017,Effective,Effective,Effective,,Effective,Effective,Effective,,Effective,Effective,Developing+,,Effective,,Above Average,
151,3/11/2017 16:07,3/11/2017 16:08,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489266445_58c4670d39d773.28298941,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50866,X259,,,,,,,,,,,,11,,CTT/ICT,,,,,Special Education,12/14/2016,Developing+,Developing+,Developing+,,Developing+,Developing,Developing,,Developing+,Developing+,Developing,,Developing+,,Average,
152,3/11/2017 16:09,3/11/2017 16:11,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489266565_58c46785dd9461.59717686,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50532,X548,,,,,,,,,,,10,,,CTT/ICT,,,,,Special Education,12/14/2016,Effective,Effective,Effective,,Effective,Effective,Effective,,Developing+,Effective,Developing+,,Effective,,Above Average,
153,3/11/2017 16:11,3/11/2017 16:13,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489266714_58c4681a369522.96547522,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50295,X568,,,,,,,,,,9,10,,,CTT/ICT,,,,,Special Education,1/10/2017,Developing+,Developing+,Effective,,Effective,Developing+,Effective,,Developing+,Effective,Developing+,,Developing+,,Average,
154,3/11/2017 16:13,3/11/2017 16:15,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489266819_58c468832214c2.45044290,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50435,K673,,,,,,,,,,,10,11,12,CTT/ICT,,,,,Special Education,2/14/2017,Developing,Developing,Developing,,Developing,Developing,Effective,,Developing,Developing+,Developing,,Developing+,,Average,
155,3/11/2017 16:45,3/12/2017 0:49,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489268739_58c47003824ae4.34572421,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,67.189.162.233,-73.5970993,41.41719818,United States,Brewster,NY,10509,1708,Cohort 27,50527,Q072,,,,,,,,7,,,,,,,Self-contained,,,,Special Education,2/10/2017,Effective,Developing+,Developing+,,Effective,Developing+,Developing+,The teacher is working very hard to overcome the challenges which she has had. Unfortunately  students were removed for various services during the lesson.,Developing+,Developing+,Developing+,,Effective,The teacher did a very accurate assessment of the lesson.  She had a clear understanding of the students' needs and of what she would teach in subsequent lessons.,Average,
156,3/11/2017 17:33,3/11/2017 17:36,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489271620_58c47b44e01df3.32900093,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,51107,K673,,,,,,,,,,,,11,12,CTT/ICT,,,,,Special Education,3/10/2017,Developing+,Developing+,Effective,,Effective,Developing+,Developing+,,N/A,Effective,Effective,,Developing+,,Average,
157,3/11/2017 17:36,3/11/2017 17:37,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489271775_58c47bdf2831a4.12456759,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8",,71.183.192.140,-73.98609924,40.71680069,United States,New York,NY,10002,1937,Cohort 27,50435,K673,,,,,,,,,,,10,11,12,CTT/ICT,,,,,Special Education,3/10/2017,Effective,Effective,Developing+,,Developing+,Developing+,Developing+,,Developing+,Effective,Effective,,Developing+,,Average,
159,3/12/2017 16:58,3/12/2017 17:01,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489352279_58c5b657de4db3.47187543,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,96.246.219.121,-73.95120239,40.7804985,United States,New York,NY,10128,1831,Cohort 27,51119,M346,,,,,,,6,,,,,,,,,SETTS,,,Special Education,2/28/2017,Developing+,Developing+,Developing,,Effective,Effective,Effective,,Developing+,Developing,N/A,Lesson was on video tape and stopped before assessment was observable.,Effective,,Average,
160,3/12/2017 17:06,3/12/2017 17:11,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489352765_58c5b83d090b96.80191709,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,96.246.219.121,-73.95120239,40.7804985,United States,New York,NY,10128,1831,Cohort 27,50610,X101,,,,,,,,7,8,,,,,,Self-contained,,,,Special Education,01/31/0017,Effective+,Developing+,Developing+,,Effective+,Effective+,Effective+,,Effective,Effective,N/A,Video observation - tape ended before assessment was observable.,Effective+,,Above Average,
161,3/12/2017 17:11,3/12/2017 17:14,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489353103_58c5b98feb8a20.07713817,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,96.246.219.121,-73.95120239,40.7804985,United States,New York,NY,10128,1831,Cohort 27,50110,M427,,,,,,,,,,,10,,,,,SETTS,,,Special Education,2/28/2017,Effective,Effective,Effective,,Effective,Effective,Effective,,Effective,Effective,N/A,VIdeo observation - taped ended before assessment was evident,Effective,,Above Average,
162,3/12/2017 17:15,3/12/2017 17:18,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489353253_58c5ba255ab769.28064543,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/537.86.7",,96.246.219.121,-73.95120239,40.7804985,United States,New York,NY,10128,1831,Cohort 27,50147,X267,,,,,,,,,8,,,,,,,SETTS,,,Special Education,2/27/2017,Developing,Developing,Developing,,Developing+,Developing,Developing,,Developing+,Developing+,Developing+,,Effective,,Average,
165,3/13/2017 11:43,3/13/2017 11:55,Complete,,,,English,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,https://www.surveygizmo.com/s3/3264930/FDI-2016-17-LIU-R3,1489419775_58c6bdff2a91a2.95556946,"Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0","Mozilla/5.0 (iPad; CPU OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",,74.88.68.63,-73.90229797,40.86899948,United States,Bronx,NY,10468,1706,Cohort 27,50614,X270,,,,,,,,,,9,,,,CTT/ICT,,,,,Special Education,2/16/2017,Effective,Effective,Effective,,Effective,Developing+,Developing+,,Developing+,Effective,N/A,CTT class. General ed teacher absent,Effective,,Average,
