uni,FC_ID,Cohort,C27id,oct_ob_location,oct_Grade,oct_Setting,oct_Subject,oct_obs_date,oct_dom1a,oct_dom1c,oct_dom1e,oct_dom1_comments,oct_dom2b,oct_dom2c,oct_dom2d,oct_dom2_comments,oct_dom3b,oct_dom3c,oct_dom3d,oct_dom3_comments,oct_dom4a,oct_dom4_comments,oct_rel_effect,dom1_avg,dom2_avg,dom3_avg,dom4_avg,FDIoct_overall,,,,,,,,,,,,,,,,,,,,,,,,,
St. John's University,1722,Cohort 27,50181,03m860,9,N/A,Math,6-Oct-16,Developing+,Developing+,Developing+,The teacher provided a plan that included grade level content that was challenging to students  Expectations were clear and the teacher implemented the use of graphs to illustrate the  teaching points,Developing,Developing,Developing,Students were calling out.  We discussed the strategies of waiting for students to stop  talking before continuing with the lesson.  Students were engaged and participated  actively,Developing,Developing,Developing,"The teacher should implement clear assessments as students moved through the lesson.  This should happen during the lesson by using turn and talk, etc. In this way she can modify lessons  as she teaches.  Questioning should include opportunities for critical analysis in addition to strategies used for operations.",Developing+,Alexcia has engaged in planning for lessons that includes standards based instruction  She has tried to engage all students and address her learning needs.,Average,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
Pace University,1925,Cohort 27,50183,06M211,11,N/A,Science,23-Sep-16,Effective,Effective,Effective,,Developing+,Effective,Developing+,,Developing+,Effective,Developing+,,Effective,,Above Average,4,3.333333,3.333333,4,3.333333,,,,,,,,,,,,,,,,,,,,,,,,,
City College,1789,Cohort 27,50184,X168,7,D75,Special Education – D75,20-Oct-16,Developing,Developing,Developing,,,,Developing,,Developing,Developing,Developing,,Developing,,Average,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island University,1706,Cohort 27,50185,X525,11,Self-contained,Special Education,20-Oct-16,Effective,Developing+,Effective,,Developing+,Effective,Effective,,,Developing+,Effective,,Effective,,Average,3.666667,3.666667,3.5,4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,
Lehman College,2003,Cohort 27,50187,X390,8,,ESL,30-Sep-16,Developing,Developing,Developing,,Developing,Developing,Developing,,Developing,Ineffective,Developing,,Developing,,Average,2,2,1.666667,2,1.833333,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island University,1944,Cohort 27,50188,01M539,9,CTT/ICT,Special Education,14-Oct-16,Developing+,Developing,Developing+,,Developing+,Developing,Developing+,,Developing,Developing,Developing,,Developing+,,Average,2.666667,2.666667,2,3,2.333333,,,,,,,,,,,,,,,,,,,,,,,,,
Pace University,2067,Cohort 27,50189,X012,9,D75,Special Education – D75,12-Oct-16,Developing+,Developing,Developing+,Ms. Crawford has a well developed and appropriate learning environment and lesson ,Developing+,Developing,Developing,We discussed some management strategies,Developing+,Developing,Developing,Ms. Crawford used informal assessments during the lesson and choices for non-verbal and limited verbal students ,Developing,,Above Average,2.666667,2.333333,2.333333,2,2.333333,,,,,,,,,,,,,,,,,,,,,,,,,
City College,1833,Cohort 27,50191,M192,2,,Bilingual,6-Oct-16,Developing+,Developing,Developing,,Developing+,Developing+,Developing+,,Developing,Developing,Developing,,Developing+,,Average,2.333333,3,2,3,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
Lehman College,2003,Cohort 27,50192,X524,11,,ESL,26-Sep-16,Developing,Developing,Developing,,Developing+,Developing+,Developing,,Developing,Developing,Developing,,Developing,,Above Average,2,2.666667,2,2,2.333333,,,,,,,,,,,,,,,,,,,,,,,,,
Lehman College,2000,Cohort 27,50195,X267,6,N/A,ESL,22-Sep-16,Developing+,Developing+,Developing+,,Effective,Effective,Effective,,Developing+,Developing+,Developing+,,Developing+,,Above Average,3,4,3,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
City College,1942,Cohort 27,50196,x080,7,,ESL,14-Oct-16,Developing+,Developing,Developing+,,Developing+,Developing+,Developing+,,Developing,Developing+,Developing+,,Developing+,,Above Average,2.666667,3,2.666667,3,2.833333,,,,,,,,,,,,,,,,,,,,,,,,,
Long Island University,1919,Cohort 27,50197,Q073,8,CTT/ICT,Special Education,14-Oct-16,Developing+,Developing+,Developing+,careful and extensive was done,Developing,Developing+,Effective,no misbehavior noted.There was good student involvement and cooperative learning in compiling the bar graphs,Developing,Developing,Developing,There were too many concepts involved. Vocabulary development is key to the success of this project.,Developing,The Venn diagram to be completed at home will provide important in formation and should be carefully assessed.,Average,3,3,2,2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
Pace University,1859,Cohort 27,50199,M094,6,D75,Special Education – D75,22-Sep-16,Effective,Effective,Effective,"Overall, John did a great job of varying his lesson using written material as well as video and discussion.  He needs to use more differentiation with his students, so they are not all doing the same thing and would better engage them.",Effective,Effective,Effective,"There were no problems with behavior.  John has excellent rapport with his students and asks excellent questions that require critical thinking.  He has established a safe, caring learning environment.  However, he needs to stop the video to be sure students understand the concept and to further differentiate.",Developing+,Developing+,Developing+,"Whereas John does ask very good questions, he needs to make use of wait time to allow students to think and then answer.  He also needed to make better use of assessing whether or not students understood the concepts of the video.  He started to once, but did not follow through.  Again, differentiation is in order.",Effective,"When asked how the lesson went, he was able to reflect and see where he could have done better.  He also was open to my suggestions and willing to implement them in future lessons.",Average,4,4,3,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
St. John's University,1839,Cohort 27,50201,K478,9,CTT/ICT,Special Education,15-Sep-16,Developing+,Developing,Developing,"Learning activity assigned was suitable to a learning outcome to annotate text and write a persuasive paragraph describing theme and purpose with reasonable time to teach, explain and practice the skill. The lesson allowed for differentiation among reading levels.",Developing,Developing,Developing+,Student behavior was appropriate and both teachers monitored behavior against previously monitored standards. Occasional talking was corrected appropriately and respectfully. Classroom procedures and routines are in place to maximize instructional time.,Developing+,Developing+,Developing,Formative assessment was used throughout the lesson as both teachers circulated to monitor and assess progress. The culmining paragraph was handed in by students for grading and used as the basis for subsequent lessons.,Developing,"During post observation conference teacher made an accurate assessment of the lesson's effectiveness and provided two alternate strategies for helping specific students who were having comprehension difficulties with more vocabulary development,",Average,2.333333,2.333333,2.666667,2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter TESOL,2054,Cohort 27,50202,20K102,4,,ESL,29-Sep-16,Effective,Developing+,Effective,,Effective+,Developing+,Effective+,,Developing,Effective,Developing+,,Effective,,Above Average,3.666667,4.333333,3,4,3.666667,,,,,,,,,,,,,,,,,,,,,,,,,
Pace University,2069,Cohort 27,50203,9X252,10,Self-contained,Special Education,5-Oct-16,Developing,Ineffective,Developing,Teacher did not differentiate instruction. ,Developing,Ineffective,Developing,Teacher should include higher level of instruction to reduce inappropriate student behavior.,Developing,Developing,Developing,,Developing,,Average,1.666667,1.666667,2,2,1.833333,,,,,,,,,,,,,,,,,,,,,,,,,
Hunter TESOL,1800,Cohort 27,50204,09X274,K,N/A,Bilingual,28-Sep-16,Effective,Developing+,Effective,,Effective,Effective,Effective,,Effective,Effective,Developing+,,Effective,,Average,3.666667,4,3.666667,4,3.833333,,,,,,,,,,,,,,,,,,,,,,,,,
